birthyear,birthSex,ethnicityomb,raceomb_002,dscore,Mn_RT_all_3467,N_3467,PCT_error_3467,pct_300,pct_400,pct_2K,pct_3K,pct_4K,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,Mn_RT_all_3,Mn_RT_all_4,Mn_RT_all_6,Mn_RT_all_7,Mn_RT_correct_3,Mn_RT_correct_4,Mn_RT_correct_6,Mn_RT_correct_7,N_ERROR_3,N_ERROR_4,N_ERROR_6,N_ERROR_7,countrycit_num,countryres_num,edu,edu_14,politicalid_7,religion2014,religionid
1971,1,2,6,-0.69453476,1133.341667,120,9.166666667,0,0,10.83333333,4.166666667,1.666666667,4,5,4,5,1,6,2,2,2,1,2,0,973.1,846.15,1908.7,1112.975,900.2777778,804.8888889,1827.25,1088.128205,2,4,4,1,1,1,14,14,2,2,3
1996,1,1,6,-0.69412188,790.3583333,120,4.166666667,0,0,2.5,0.833333333,0,4,4,3,3,2,4,6,1,1,4,1,0,663.05,665.675,821.05,963.35,649.5263158,645.0526316,821.05,924.0526316,1,2,0,2,1,1,4,4,2,3,2
1989,1,2,6,-0.69082091,1211.4,120,1.666666667,0,0,12.5,2.5,0,4,4,5,5,1,11,10,1,2,6,2,0,1598.1,1308.875,903.8,1074.375,1598.1,1308.875,903.8,1034.947368,0,0,0,2,1,1,9,9,5,3,2
1992,1,2,6,-0.690202457,985.0416667,120,9.166666667,0.833333333,0.833333333,5.833333333,3.333333333,0.833333333,2,4,5,5,2,7,11,1,2,2,1,0,808.8,729.125,1347,1148.1,744.1176471,694.7297297,1347,1063.657143,3,3,0,5,1,1,10,10,5,3,3
1981,2,2,6,-0.688330775,1034.233333,120,3.333333333,0,0,5,0,0,1,4,5,5,1,11,8,1,1,2,1,0,983.5,870.6,1461.85,1009.425,983.5,858.8947368,1442.842105,978.8461538,0,2,1,1,1,1,7,7,6,3,1
1999,2,2,6,-0.686687274,749.275,120,6.666666667,0,0.833333333,0.833333333,0,0,4,4,4,4,2,11,1,1,1,2,2,0,662.9,620.775,772.65,909.275,635.6315789,572.1428571,772.65,868.9210526,1,5,0,2,1,1,5,5,6,3,3
1978,2,2,6,-0.683909681,1016.366667,120,0,0,0,2.5,0,0,4,4,4,4,2,6,11,1,1,2,1,0,877.1,917.75,1102.1,1141.75,877.1,917.75,1102.1,1141.75,0,0,0,0,1,1,12,12,7,7,1
1993,2,1,6,-0.681825041,838.025,120,12.5,0,0,1.666666667,0,0,4,4,4,5,2,4,3,6,2,1,1,4,793.75,707.425,1055.45,882.05,755.3888889,630.030303,956.6875,855.9736842,2,7,4,2,53,53,7,7,7,7,1
2000,2,2,6,-0.676476486,1153.158333,120,9.166666667,0,0,12.5,5,1.666666667,4,4,5,4,2,7,1,1,2,2,1,0,1213.25,717.35,1982.75,1144.125,1056.473684,708.3947368,1458.8,1068.540541,1,2,5,3,1,1,5,5,7,7,1
1988,2,2,2,-0.675913191,1210.991667,120,5.833333333,0,0,12.5,1.666666667,1.666666667,4,4,3,3,2,8,3,5,2,5,2,1,969.25,971.9,1265.05,1543.925,969.25,862.25,1265.05,1431.108108,0,4,0,3,192,192,7,7,4,7,1
1989,2,2,5,-0.675854602,1045.425,120,0,0,0,4.166666667,0,0,4,4,5,5,2,3,7,2,1,2,1,0,916.8,933.875,1369.2,1059.4,916.8,933.875,1369.2,1059.4,0,0,0,0,158,1,14,14,4,2,3
1997,2,2,6,-0.675515504,1047.75,120,3.333333333,0,0,5.833333333,0.833333333,0,5,4,4,4,2,5,11,1,1,2,1,0,1150.85,1275.875,948.75,817.575,1104.210526,1231.973684,948.75,802.7692308,1,2,0,1,1,1,7,7,7,2,2
1996,2,3,6,-0.67535669,893.4416667,120,2.5,0,0,2.5,0,0,2,4,5,3,2,3,8,5,1,1,1,4,859.75,741.775,1273.5,871.925,859.75,741.775,1121.5,852,0,0,2,1,1,1,8,8,6,7,1
1997,2,1,6,-0.674461546,930.9416667,120,5.833333333,0,0.833333333,2.5,0,0,4,4,4,4,2,3,3,1,2,2,1,1,1196.85,999.125,767.9,811.325,1158.833333,979.6410256,767.9,757.8333333,2,1,0,4,1,1,5,5,7,7,1
1992,2,2,6,-0.672926058,1410.466667,120,8.333333333,0,0,12.5,9.166666667,5,4,3,4,4,2,1,2,1,1,2,1,0,2735.210526,1060,1132.45,953.7,1718.181818,1013.769231,1132.45,953.7,8,1,0,0,1,1,10,10,6,2,2
1996,1,2,6,-0.670663931,1032.458333,120,8.333333333,0,0,6.666666667,3.333333333,0.833333333,4,5,3,4,2,1,1,6,1,6,1,0,1654.65,1040.2,845.5,807.1,1594.722222,996.8571429,800.6315789,792.7368421,2,5,1,2,1,1,8,8,4,2,4
1958,2,2,6,-0.670079951,1232.516667,120,6.666666667,0,0,8.333333333,0,0,4,1,4,4,2,6,6,1,2,2,1,4,1122.35,1052.825,1309.3,1428.9,1122.35,1042.307692,1309.3,1322.939394,0,1,0,7,1,1,12,12,7,7,1
1997,2,2,6,-0.669012872,1240.175,120,0,0,0,7.5,0,0,4,4,3,4,2,4,6,1,1,2,1,0,1042.5,1176.075,1546.6,1249.9,1042.5,1176.075,1546.6,1249.9,0,0,0,0,225,225,4,4,7,8,2
1953,2,2,6,-0.666915065,1088.191667,120,9.166666667,0,0,7.5,3.333333333,1.666666667,4,4,5,5,2,8,9,1,1,5,2,0,1871.35,1021.875,919.3,847.375,1311.071429,950.6571429,919.3,847.375,6,5,0,0,1,1,9,9,5,2,3
2002,2,1,7,-0.665970498,725.7916667,120,14.16666667,0,0.833333333,1.666666667,0.833333333,0,4,4,5,5,2,1,1,1,2,2,1,3,585.85,617,1105.95,714.475,585.85,597.5151515,907.0714286,678.6944444,0,7,6,4,1,1,4,4,6,7,2
1988,1,3,6,-0.664325482,829.35,120,2.5,0,0,0,0,0,4,4,4,5,2,6,6,1,1,2,1,1,824.35,993.45,683.75,740.55,824.35,993.45,683.75,674.1081081,0,0,0,3,44,44,9,9,6,7,1
1998,2,2,7,-0.661633198,860.7583333,120,7.5,0,0,4.166666667,1.666666667,0.833333333,4,4,3,5,2,6,1,1,1,2,1,0,751,679.25,1283.95,885.55,751,679.25,1230,882.6842105,0,0,7,2,108,1,5,5,4,8,1
1970,1,2,6,-0.654153362,1166.091667,120,25,0,0,11.66666667,2.5,0,4,4,3,5,2,11,5,1,2,5,2,0,1523.55,1291.575,1106.75,891.55,872.4,737.2272727,1073.157895,877.974359,10,18,1,1,1,1,13,13,4,3,2
1996,1,2,5,-0.65178887,936.4,120,5,0,0,4.166666667,0,0,4,4,5,5,2,1,1,1,1,2,1,0,853.95,797.075,1181.55,994.375,853.95,749.7894737,1169.777778,982.8947368,0,2,2,2,70,1,4,4,4,6,3
1978,1,2,6,-0.648875847,644.2333333,120,2.5,0,0,0.833333333,0,0,4,4,4,3,2,5,6,1,1,2,1,1,834.55,641.45,668.95,539.5,747.1666667,630.1538462,668.95,539.5,2,1,0,0,1,1,5,5,6,7,1
1968,2,2,6,-0.648829624,1585.633333,120,1.666666667,0,0,17.5,5,2.5,4,4,4,5,1,11,8,1,2,2,1,0,1747.55,1941.75,1543.15,1169.8,1747.55,1793.894737,1543.15,1169.8,0,2,0,0,1,1,9,9,5,2,3
1987,1,2,6,-0.647541752,688.0416667,120,7.5,0,1.666666667,1.666666667,0,0,5,2,4,5,2,7,9,1,1,2,1,0,609.15,593.25,1040.65,645.975,580,579.8684211,875.9375,617.2894737,1,2,4,2,1,1,7,7,7,2,1
1978,2,2,6,-0.646896454,867.175,120,1.666666667,0,1.666666667,4.166666667,0.833333333,0,4,4,4,4,2,11,6,5,1,5,1,0,771.5,712.8,1177.95,914,771.5,712.8,1011.555556,914,0,0,2,0,1,1,10,10,6,7,1
1997,2,2,6,-0.644207174,612.5083333,120,1.666666667,0,2.5,0.833333333,0,0,4,4,5,3,2,2,11,1,1,5,1,0,556.3,531.5,635.4,710.175,556.3,515.5384615,635.4,657.0512821,0,1,0,1,1,1,7,7,7,7,1
1990,2,2,7,-0.640078306,834.0166667,120,0.833333333,0,0,2.5,0.833333333,0,4,4,5,4,2,4,2,1,2,2,1,0,771.65,699.975,1076.85,877.825,771.65,699.975,1076.85,818.8461538,0,0,0,1,146,225,9,9,4,6,2
1994,2,2,6,-0.635878137,1314.358333,120,2.5,0,0,14.16666667,2.5,0.833333333,4,4,5,2,2,2,11,1,2,5,2,0,1139.95,1091.725,1572.15,1495.3,1078.315789,1061.815789,1572.15,1495.3,1,2,0,0,1,1,7,7,6,3,2
1992,2,2,6,-0.635567637,794.175,120,0.833333333,0,0,1.666666667,0,0,5,4,4,4,2,2,11,1,1,2,1,0,815.55,625.1,1037.15,831.075,815.55,625.1,1037.15,814.8717949,0,0,0,1,1,1,7,7,4,7,1
1993,2,2,6,-0.634211308,771.65,120,5.833333333,0,1.666666667,0,0,0,4,4,4,4,2,2,11,1,1,2,1,0,697.05,680.025,948.85,811.975,697.05,637.1081081,890.3888889,779.0789474,0,3,2,2,1,1,9,9,7,7,1
1996,2,2,3,-0.630881519,814.7583333,120,9.166666667,0,0,2.5,0,0,4,3,4,4,2,7,1,1,2,2,1,0,765.7,675.05,1042.9,864.925,701.1578947,651.1578947,859.5,777.6111111,1,2,4,4,1,1,8,8,6,4,2
1984,1,2,6,-0.626370096,1174.141667,120,0.833333333,0,0,7.5,0.833333333,0.833333333,1,5,5,5,1,4,9,1,1,2,1,0,1060.2,937.55,1759.7,1174.925,1060.2,937.55,1453.947368,1174.925,0,0,1,0,1,1,5,5,5,5,3
1984,2,2,5,-0.622293591,1686.7,120,3.333333333,0,0,19.16666667,8.333333333,5,1,1,5,5,1,2,11,1,1,2,1,0,1392.1,1027.5,2696.368421,1472.375,1358,1027.5,2730.777778,1455.342105,1,0,1,2,1,1,7,7,7,8,3
1971,1,3,3,-0.620308895,1458.791667,120,5,0,0,14.16666667,8.333333333,7.5,3,4,3,4,1,2,11,1,2,2,1,0,2675.85,1316.05,1403.85,1020.475,2562.578947,1287.923077,1117.833333,975.0263158,1,1,2,2,164,164,14,14,4,6,3
1980,2,2,6,-0.618671086,952.5583333,120,4.166666667,0,0,4.166666667,0,0,4,3,4,5,1,6,6,1,2,2,1,4,926.65,796.025,1230.3,983.175,926.65,763.6216216,1152.222222,983.175,0,3,2,0,1,1,9,9,3,2,3
2001,1,2,3,-0.618643716,819.05,120,6.666666667,0,1.666666667,1.666666667,0.833333333,0.833333333,5,4,4,5,2,10,1,1,1,2,1,0,825,625.4,1258.1,790.2,753.6666667,606.3513514,1225.263158,749.1842105,2,3,1,2,1,1,4,4,2,2,2
1996,1,2,5,-0.6185572,1034.925,120,6.666666667,0,0,10,0,0,6,6,5,5,2,1,2,1,1,2,1,0,1003.6,800.05,1392.35,1106.75,942.9473684,789.7435897,1284.5,1061.777778,1,1,2,4,83,83,7,7,4,3,4
1987,2,2,6,-0.618432541,749.575,120,1.666666667,0,0,0.833333333,0,0,4,4,4,5,1,1,11,1,1,2,1,0,689.1,666.175,1013.55,731.225,689.1,666.175,958.5555556,731.225,0,0,2,0,1,1,5,5,4,3,3
1978,1,2,2,-0.61702739,1220.858333,120,0.833333333,0,0,9.166666667,1.666666667,0.833333333,4,4,3,4,2,8,11,1,1,2,1,0,1494.05,1360.425,1048.45,1030.9,1494.05,1342.871795,1048.45,1030.9,0,1,0,0,1,1,9,9,4,3,2
1982,2,2,6,-0.615587046,904.0416667,120,2.5,0,0,3.333333333,0.833333333,0,4,3,5,5,1,11,7,1,2,2,1,4,836.1,699.375,1051.3,1069.05,836.1,699.375,1051.3,947.7567568,0,0,0,3,1,1,6,6,3,3,2
1979,1,2,6,-0.614365024,716.15,120,6.666666667,0,0.833333333,0,0,0,4,4,5,4,2,7,11,2,1,1,1,1,895.65,705.55,654.7,667.725,895.65,687.6153846,619.6842105,600.2058824,0,1,1,6,1,1,12,12,7,7,1
1997,1,2,2,-0.613636762,1711.616667,120,4.166666667,0,0,25,15.83333333,8.333333333,4,4,4,4,2,5,1,2,1,1,1,0,1647.8,1204.35,2925,1644.1,1647.8,1204.35,2501.8125,1583.666667,0,0,4,1,1,1,7,7,5,7,1
1972,2,2,6,-0.613461634,1114.8,120,18.33333333,0,0,6.666666667,0.833333333,0.833333333,6,1,5,5,1,4,11,1,1,2,1,1,1594.05,1130.075,1042.25,896.175,1462.5625,908.7931034,940.2352941,845.7777778,4,11,3,4,1,1,7,7,6,7,1
1978,1,2,6,-0.61142555,1151.35,120,5,0,0,6.666666667,0,0,4,3,4,5,1,6,10,1,1,2,1,0,1107.5,993.95,1437.6,1187.55,1045.722222,993.95,1406.736842,1107.378378,2,0,1,3,1,39,12,12,5,7,1
2001,2,2,5,-0.610260869,204.6666667,120,45,84.16666667,85.83333333,0.833333333,0,0,3,4,5,5,2,1,1,1,1,2,1,0,456.35,188.5,146.55,124.05,538,118.2380952,174,65.26315789,4,19,10,21,1,1,4,4,4,3,2
2004,2,2,6,-0.609017202,1339.3,120,20.83333333,0,0,16.66666667,9.166666667,3.333333333,4,4,5,5,2,11,1,1,1,2,1,1,2381.35,1209.925,1755.35,739.625,2340.222222,1176.766667,1896.923077,762.9117647,2,10,7,6,1,1,2,2,4,2,2
1989,1,2,6,-0.608980936,1797.116667,120,0,0,0,34.16666667,14.16666667,5.833333333,4,4,5,5,1,8,8,5,2,5,2,0,1138.5,1666.025,1842.45,2234.85,1138.5,1666.025,1842.45,2234.85,0,0,0,0,1,1,7,7,6,3,2
1973,2,2,6,-0.60886193,713,120,3.333333333,0,0,0,0,0,4,4,4,5,1,5,9,2,1,5,2,4,625.5,642.025,739.15,814.65,625.5,629,727.4210526,789.3157895,0,1,1,2,1,1,7,7,2,3,3
1963,1,3,5,-0.608516661,1173.758333,120,0,0,0,13.33333333,2.5,0.833333333,4,4,4,5,2,5,11,1,2,2,1,0,1083.4,821.05,1312.35,1502.35,1083.4,821.05,1312.35,1502.35,0,0,0,0,1,1,9,9,6,7,1
1993,2,2,6,-0.607317023,810.7083333,120,3.333333333,0,0,0,0,0,6,5,4,4,2,4,6,1,2,2,1,0,914.7,835.7,738.7,769.725,914.7,826.4871795,716.0526316,746.3684211,0,1,1,2,1,1,8,8,4,7,2
1987,1,2,6,-0.606601314,1085.983333,120,5,0,0,5,0,0,4,4,3,3,2,6,10,1,1,4,1,1,1112.2,870.7,1304.45,1178.925,1112.2,841.2894737,1213.555556,1131.289474,0,2,2,2,1,1,4,4,7,7,1
1997,2,2,2,-0.60526812,671.3,120,2.5,0,8.333333333,0.833333333,0,0,4,3,5,5,2,1,1,1,1,2,1,0,809.15,733.5,644.95,553.35,809.15,704.3333333,625.7368421,545.974359,0,1,1,1,1,1,7,7,5,2,2
1998,2,3,2,-0.605267272,1893.25,120,30,6.666666667,10.83333333,18.33333333,8.333333333,5.833333333,6,2,4,4,2,4,2,2,1,1,1,1,2476.526316,1254.615385,1197.35,733.875,2371.933333,1146.965517,1080.076923,612.44,4,10,7,15,45,45,7,7,3,8,1
2005,2,1,6,-0.600846444,791.7583333,120,20,0,0,0.833333333,0,0,5,4,5,5,2,8,1,2,1,1,1,1,639.25,770.35,962.9,803.85,638,668.3030303,852.6,708.9666667,2,7,5,10,1,1,3,3,6,5,3
1976,1,2,6,-0.598872157,1025.841667,120,0,0,0,0.833333333,0,0,4,3,4,4,1,11,11,1,1,2,1,0,1056.3,872.5,1108.8,1122.475,1056.3,872.5,1108.8,1122.475,0,0,0,0,14,14,12,12,3,7,1
1983,1,2,6,-0.597968137,889.3833333,120,0.833333333,0,0,0.833333333,0,0,6,4,2,5,1,11,11,1,2,2,1,0,1059.5,962.8,860.5,745.35,1059.5,941.5897436,860.5,745.35,0,1,0,0,225,225,7,7,1,7,1
1987,1,2,6,-0.597241773,1080.025,120,0.833333333,0,0,4.166666667,0,0,5,5,4,4,2,3,2,1,2,2,1,0,1150.05,867.55,1312.9,1141.05,1150.05,867.55,1267.894737,1141.05,0,0,1,0,1,1,9,9,5,5,3
1993,1,2,6,-0.597170595,1333.391667,120,0,0,0,12.5,6.666666667,2.5,4,4,5,4,2,1,11,1,1,2,1,1,2103.6,1316.325,1266.6,998.75,2103.6,1316.325,1266.6,998.75,0,0,0,0,1,1,7,7,5,7,1
1987,1,3,5,-0.596924439,1097.641667,120,25.83333333,0.833333333,1.666666667,9.166666667,0.833333333,0,7,7,4,4,1,1,11,1,2,1,2,4,723.05,1056.05,1661.5,1044.6,810.9,844.1538462,1542.466667,992.8947368,10,14,5,2,199,199,4,4,4,3,4
1985,2,2,6,-0.596855769,982.1083333,120,1.666666667,0,0,2.5,1.666666667,0,4,4,4,4,2,11,9,1,1,2,1,0,1125.25,1149.7,983.2,742.4,1125.25,1142.076923,961.2631579,742.4,0,1,1,0,1,1,12,12,7,7,1
1988,2,3,7,-0.592888583,1399.991667,120,6.666666667,0,0,15,3.333333333,2.5,4,4,3,3,2,4,7,1,1,4,1,3,1507.05,1611.8,1097.1,1286.1,1471.684211,1541.228571,1023.526316,1274.666667,1,5,1,1,225,225,9,9,7,8,1
1996,2,1,7,-0.592708078,1260.008333,120,0.833333333,0,0,13.33333333,3.333333333,0,1,1,5,5,2,1,1,1,1,2,1,0,1201.7,966.125,1530.65,1447.725,1201.7,966.125,1530.65,1388.307692,0,0,0,1,1,1,6,6,4,2,2
2000,2,2,6,-0.592274196,1164.65,120,5.833333333,0,0,9.166666667,2.5,0,4,3,5,5,2,9,1,1,1,2,1,1,1236.55,871.25,1841.85,1083.5,1236.55,850.5897436,1733.736842,1035.8,0,1,1,5,1,1,5,5,6,7,2
1963,1,2,6,-0.591301033,1211.716667,120,6.666666667,0,0,6.666666667,5,3.333333333,4,4,4,2,2,5,11,1,1,2,1,1,1503.789474,1109.1,922.8,680.175,1234.388889,1036.921053,915.6315789,653.5675676,1,2,1,3,1,1,7,7,6,3,1
2000,2,2,6,-0.588941089,842.325,120,1.666666667,0,0,1.666666667,0.833333333,0,4,3,4,2,1,3,2,1,1,2,1,1,790.55,707.75,877.05,985.425,790.55,707.75,877.05,876.7368421,0,0,0,2,1,1,5,5,7,7,1
1989,2,2,6,-0.588113115,768.95,120,1.666666667,0,0.833333333,1.666666667,0.833333333,0.833333333,4,4,5,5,2,11,6,1,1,2,1,0,888.55,947.85,681.6,573.925,864,913.3846154,681.6,573.925,1,1,0,0,104,104,9,9,7,7,1
2001,2,1,6,-0.586885526,783.175,120,0.833333333,0,0.833333333,3.333333333,0.833333333,0,4,3,4,4,2,4,1,1,1,2,1,3,924.85,915.5,709.2,617,924.85,915.5,682.6315789,617,0,0,1,0,1,1,6,6,4,2,2
2000,2,2,6,-0.586769714,738.2833333,120,3.333333333,0,0,0.833333333,0,0,2,3,5,3,2,11,1,1,1,2,1,0,724.8,585.45,867.3,833.35,724.8,585.45,845.9473684,819.0810811,0,0,1,3,1,1,5,5,6,7,1
1978,2,2,6,-0.586498041,1020.1,120,3.333333333,0,0,5.833333333,2.5,0,4,4,5,4,2,8,8,1,1,2,1,0,896.15,843.85,1393.85,1071.45,849.7368421,843.85,1146.222222,1058.384615,1,0,2,1,1,1,6,6,4,7,1
1986,1,1,8,-0.58544917,1276.675,120,8.333333333,0,0,14.16666667,5.833333333,1.666666667,4,6,4,4,1,1,6,6,2,7,2,1,1130.2,980.225,1529.15,1520.125,1130.2,975.0512821,1313.647059,1501.676471,0,1,3,6,174,174,7,7,2,3,2
1993,1,2,6,-0.585135799,1059.466667,120,4.166666667,0,0,7.5,0.833333333,0,5,3,2,2,2,3,11,1,1,2,1,0,817.7,952.6,1230.5,1201.7,821.8947368,893.3157895,1086.684211,1179.512821,1,2,1,1,1,1,8,8,6,7,1
1999,2,2,2,-0.584893675,2101.133333,120,37.5,0,0,41.66666667,23.33333333,9.166666667,4,4,5,5,2,8,1,1,1,4,1,2,3430.95,1927.3,1850.15,1735.55,2749.666667,1594.434783,1723.375,1434.074074,11,17,4,13,1,1,5,5,4,7,1
1992,1,2,6,-0.582783672,799.85,120,5.833333333,0,0,2.5,0.833333333,0,4,4,4,4,2,2,6,2,1,1,1,0,849.75,941.8,672.5,696.625,829.5789474,918.6486486,672.5,651.4594595,1,3,0,3,1,1,7,7,7,8,2
2000,1,3,6,-0.58267921,1146.583333,120,13.33333333,0,0,5,0.833333333,0,7,4,4,4,2,11,1,1,1,2,1,0,1167.5,914.875,1421.85,1230.2,1141.947368,893.5135135,1292.5,1093.3,1,3,2,10,1,1,5,5,4,8,1
2000,2,2,6,-0.582576563,815.5583333,120,4.166666667,0,0.833333333,1.666666667,0,0,4,4,5,5,2,2,6,1,1,4,1,1,924.8,932.675,822.5,640.35,924.8,904.9487179,750,625.4102564,0,1,3,1,1,1,6,6,6,7,1
1994,1,2,6,-0.581358642,934.175,120,2.5,0,0,2.5,0,0,5,3,3,4,2,3,11,1,1,2,1,1,924.95,754.15,1107.95,1031.925,909.9473684,743.3589744,1107.95,1031.435897,1,1,0,1,1,1,8,8,7,2,2
1992,1,2,3,-0.580207731,896.9333333,120,8.333333333,0,0,3.333333333,0.833333333,0.833333333,3,4,4,2,2,4,11,1,1,2,1,0,789.4,762.9,991,1037.7,789.4,743.5789474,951.5789474,961.6666667,0,2,1,7,1,1,9,9,6,7,1
1992,1,2,5,-0.576882734,1045.925,120,2.5,0,0,6.666666667,5,2.5,4,4,4,4,2,1,10,2,1,1,1,0,858.65,789.85,1765.35,1035.925,858.65,759.7179487,1784.473684,1035.153846,0,1,1,1,83,83,7,7,5,3,3
1974,2,2,6,-0.572853129,836.6333333,120,1.666666667,0,0,3.333333333,0.833333333,0,5,4,4,3,2,6,5,1,2,2,1,4,1138.9,858.25,701.7,731.35,1138.9,858.25,701.7,705.6578947,0,0,0,2,1,1,7,7,7,7,1
1983,1,2,5,-0.572810448,972.9833333,120,3.333333333,0,0,5,3.333333333,1.666666667,4,3,4,5,1,9,11,1,1,2,1,0,1520.65,989,994.75,672.25,1256.684211,942.974359,952.8421053,662.1794872,1,1,1,1,158,1,14,14,2,3,3
1976,1,2,6,-0.56957832,822.5666667,120,6.666666667,0,0,0.833333333,0,0,4,4,3,4,1,3,9,1,1,2,1,0,746.45,740.95,988,859.525,737.4444444,719.4166667,988,836.6052632,2,4,0,2,225,225,6,6,4,7,2
1984,2,2,6,-0.568686575,759.6166667,120,0.833333333,0,0.833333333,0.833333333,0,0,4,4,4,4,2,11,8,1,1,2,1,0,709.85,657.2,831.5,850.975,709.85,657.2,789.3157895,850.975,0,0,1,0,1,1,8,8,7,7,1
1999,1,2,2,-0.567798016,1234.116667,120,1.666666667,0,0,11.66666667,2.5,0.833333333,6,7,5,5,2,3,1,1,2,2,1,0,1731.15,1234.325,1191.9,1006.5,1731.15,1219.615385,1191.9,1002.641026,0,1,0,1,100,100,7,7,4,4,3
2001,2,2,6,-0.567199825,749.1916667,120,10,0,2.5,0.833333333,0,0,6,6,5,5,2,7,1,1,1,2,1,0,891.25,808.7,680.5,653,843.9473684,774.3055556,642.4444444,599.0285714,1,4,2,5,225,225,7,7,6,7,1
2002,2,3,3,-0.567006135,1320.425,120,3.333333333,0,0,11.66666667,4.166666667,1.666666667,4,4,4,4,2,3,1,2,1,1,2,0,1211.7,782.175,1476.947368,1549.8,1203.842105,756.0263158,1476.947368,1520.794872,1,2,0,1,100,100,4,4,4,4,2
1981,2,2,6,-0.5667686,619.7833333,120,2.5,0,0.833333333,0,0,0,3,1,4,2,2,4,11,1,1,5,1,0,599.55,542.55,695.05,669.5,599.55,542.55,665.9473684,632.8157895,0,0,1,2,1,1,7,7,6,7,1
1988,2,2,6,-0.565376836,963.3833333,120,7.5,0.833333333,1.666666667,5,0,0,4,2,4,3,2,3,7,1,2,2,1,0,1150.3,1023,856.35,863.825,1150.3,1023,747.8333333,797,0,0,2,7,225,225,7,7,7,7,1
1983,1,2,3,-0.564987897,1520.858333,120,2.5,0,0,17.5,7.5,4.166666667,4,4,5,5,2,5,7,2,1,1,1,0,1076.5,1192.9,1482.55,1855.615385,1076.5,1167.153846,1482.55,1796.810811,0,1,0,2,100,1,9,9,4,4,2
1982,1,2,6,-0.56486522,1093.258333,120,6.666666667,0,0,9.166666667,1.666666667,0.833333333,5,3,4,5,1,6,7,1,1,2,1,1,935.15,745.275,1100.9,1178.128205,935.15,664.9189189,996.3529412,1122.405405,0,3,3,2,1,106,6,6,1,2,3
1990,2,2,6,-0.564628977,743.05,120,0,0,0,0,0,0,4,4,5,5,2,11,8,1,1,2,1,4,687.85,708.275,825.4,764.25,687.85,708.275,825.4,764.25,0,0,0,0,1,1,12,12,7,7,1
1980,1,2,6,-0.564398381,895.5583333,120,0,0,0,0.833333333,0,0,4,4,3,4,2,10,9,1,1,2,1,0,1012.25,758.675,1203.45,820.15,1012.25,758.675,1203.45,820.15,0,0,0,0,39,39,7,7,6,2,2
2001,1,1,6,-0.563374891,794.7083333,120,4.166666667,0,0,1.666666667,0.833333333,0,4,4,5,5,2,11,2,1,1,2,1,0,718.35,683.325,954.05,864.6,687.1052632,676.1025641,930,832.3157895,1,1,1,2,1,1,4,4,4,3,4
1985,2,2,6,-0.562398862,1199.966667,120,0,0,0,6.666666667,0.833333333,0,4,4,4,4,2,8,7,1,1,2,1,1,1148.5,933.975,1174.1,1504.625,1148.5,933.975,1174.1,1504.625,0,0,0,0,1,1,9,9,7,7,2
1992,1,2,6,-0.561909025,1119.116667,120,8.333333333,0,0,5.833333333,0.833333333,0,4,3,3,2,2,2,11,1,1,2,1,0,948.55,1005.675,1167.75,1293.525,919.3333333,974.5135135,1119,1272.324324,2,3,2,3,1,1,6,6,6,7,1
2000,1,2,2,-0.561748098,1004.833333,120,0.833333333,0,5,2.5,0,0,4,3,5,5,2,6,1,1,1,2,1,1,1205.85,1034.175,939.6,907.6,1205.85,1034.175,939.6,892.6153846,0,0,0,1,1,1,5,5,6,7,1
2001,1,2,6,-0.561149708,1018.433333,120,23.33333333,3.333333333,4.166666667,7.5,2.5,0.833333333,5,4,3,4,2,9,2,2,1,1,1,0,1385.5,1169.425,975.8,705.225,1044.411765,1126.222222,861.0909091,659.5,3,4,9,12,1,1,5,5,5,7,2
1997,2,3,7,-0.560969479,1100.875,120,1.666666667,0,0,5.833333333,0.833333333,0.833333333,1,1,5,5,2,5,3,1,1,2,1,0,1044.25,925.825,1423.3,1143.025,1044.25,901.8461538,1423.3,1102.461538,0,1,0,1,100,100,7,7,3,4,4
1998,2,2,6,-0.555541206,737.675,120,9.166666667,0,3.333333333,0,0,0,4,4,4,4,2,3,6,2,1,1,1,0,670.9,646.4,768.3,847.025,601.5294118,608.7837838,728.3684211,806.2777778,3,3,1,4,1,1,7,7,4,8,2
1989,2,2,6,-0.555494202,1059.075,120,4.166666667,0,0,8.333333333,1.666666667,1.666666667,4,4,4,4,2,8,4,1,1,2,1,4,1980.45,940.075,1043,725.425,1654.111111,940.075,912.8333333,717.2820513,2,0,2,1,1,1,7,7,6,7,2
1987,1,2,6,-0.555253037,1361.991667,120,2.5,0,0,12.5,7.5,3.333333333,5,3,5,5,2,5,11,2,1,1,1,0,1733.263158,1509.05,1300.3,842.6,1733.263158,1451.153846,1072.894737,823.3846154,0,1,1,1,11,31,14,14,5,8,3
1972,1,2,6,-0.553694474,1237.166667,120,5,0,0,10.83333333,1.666666667,0,4,4,3,2,1,2,11,1,1,2,1,0,1060.05,1138.25,1432.55,1326.95,1060.05,1077.131579,1393.578947,1202.513514,0,2,1,3,225,225,9,9,2,7,1
1998,2,3,5,-0.553518063,880.4416667,120,27.5,16.66666667,20.83333333,6.666666667,2.5,0.833333333,5,6,4,5,2,1,2,2,1,5,1,0,947.75,1215.65,748.75,577.425,911.8947368,1170.410256,476.3636364,175.1111111,1,1,9,22,1,1,5,5,7,3,3
