birthyear,birthSex,ethnicityomb,raceomb_002,dscore,assocareer,assofamily,impcareer,impfamily,num_childunder18,anninc,percentanninc,primary1,num_primary1a,secondary1,num_secondary1a,surnameused,countrycit_num,countryres_num,edu,politicalid_7,religion2014,religionid
1998,1,2,,0.342538132,4,4,5,5,2,1,1,1,1,2,1,0,1,1,4,5,4,3
1988,2,2,6,0.342623539,4,4,4,5,2,11,6,2,1,1,1,0,1,1,9,6,7,1
,,,,0.342722031,5,3,5,5,,,,,,,,,,,,,,
1966,2,2,6,0.34281722,4,4,4,5,1,4,11,1,1,2,1,4,1,1,6,3,3,3
1977,1,,2,0.34284191,5,4,3,5,1,11,9,1,1,2,1,0,1,108,7,4,7,1
1966,2,3,1,0.342876622,1,4,4,5,2,3,11,1,1,2,1,0,1,1,5,6,3,4
2000,1,2,6,0.342886845,4,4,5,4,2,11,1,1,2,2,1,0,1,1,5,6,5,3
1973,1,3,6,0.342947879,4,4,4,5,1,,,1,1,2,1,,75,,14,5,7,1
1991,1,2,6,0.343081584,4,4,4,3,2,4,11,1,1,2,1,0,1,1,7,7,7,1
1995,1,3,3,0.343088218,3,5,5,5,2,2,2,1,2,2,1,0,100,39,7,6,4,2
2002,2,1,6,0.343097585,4,4,4,5,2,,,1,2,2,1,0,1,1,6,3,3,4
1989,2,2,6,0.343115178,4,3,4,4,2,3,7,1,1,2,1,3,39,39,9,7,7,1
1991,1,2,6,0.343172411,4,4,4,4,2,7,7,1,1,2,1,0,1,1,11,6,3,2
1997,2,,6,0.3431806,3,4,4,4,2,3,2,2,1,1,1,1,1,1,6,4,7,1
1940,2,,6,0.343185064,5,1,4,5,2,2,3,1,1,2,1,4,1,1,7,3,2,3
,2,2,6,0.343191751,4,2,4,3,2,,,1,1,5,2,,,,,3,2,2
1990,2,,2,0.343207905,4,2,4,4,2,3,10,1,1,2,1,0,108,108,7,5,7,1
,2,2,2,0.343241681,4,4,5,5,1,,7,1,2,5,2,0,,,,4,2,2
1986,2,2,6,0.343242732,5,3,3,5,1,8,9,1,1,2,1,0,1,1,9,2,3,3
1991,2,2,6,0.343248911,4,4,4,2,2,2,2,5,2,1,1,3,31,31,9,4,7,1
1999,2,2,6,0.34327799,4,4,5,5,2,1,1,1,2,2,1,1,1,1,5,4,3,3
2001,2,2,6,0.343279249,7,2,4,5,2,6,1,1,1,2,1,0,1,1,4,2,2,3
1996,2,2,2,0.343316605,4,3,5,5,2,,,1,2,2,1,0,1,1,7,6,3,4
1976,2,2,6,0.34332831,2,1,5,5,1,5,11,7,,1,1,0,1,1,5,7,7,1
1977,2,2,6,0.343336907,5,2,4,5,1,8,9,2,1,1,2,0,1,1,5,6,3,2
1998,2,,5,0.343352814,3,4,5,5,2,9,3,1,1,2,1,0,1,1,5,5,3,4
1973,1,2,6,0.343355309,4,4,4,5,1,10,9,1,2,2,1,0,153,153,9,2,3,4
,2,,6,0.343432435,4,4,3,4,2,,,1,2,2,1,0,225,225,,,3,2
1996,1,2,6,0.343548946,4,4,5,5,2,1,1,2,1,3,1,0,1,1,7,3,8,3
1980,1,2,6,0.34358572,5,4,4,4,1,6,11,1,1,2,1,0,104,39,8,6,2,2
1956,2,2,6,0.343596823,6,3,5,5,2,11,2,1,2,2,1,0,1,1,11,7,5,1
2002,2,2,5,0.343616885,4,4,5,4,2,1,1,1,2,1,2,1,1,1,2,3,2,2
1994,2,1,7,0.343636956,4,4,4,5,1,2,11,1,2,7,,0,1,1,5,4,2,2
,2,,6,0.343683758,6,1,5,5,1,,6,2,1,7,,0,1,1,14,7,,1
1997,1,2,8,0.343688234,4,4,3,3,2,1,11,1,1,2,1,3,1,1,8,6,8,2
1988,1,2,2,0.343696978,4,3,4,4,1,11,11,1,1,2,1,1,45,45,7,4,7,1
1969,2,1,6,0.34375107,5,4,5,5,2,6,2,1,2,2,1,4,1,1,7,1,3,3
1992,2,,6,0.343869313,4,3,4,4,2,7,7,1,1,2,1,1,225,225,7,3,7,1
1987,2,2,6,0.343869691,5,1,4,5,1,7,7,1,1,2,1,1,1,1,7,7,7,1
1978,2,2,3,0.343905,4,4,4,5,1,,,1,1,2,1,0,232,232,7,2,1,4
1981,2,2,6,0.343925999,4,4,4,5,1,4,11,1,2,2,1,0,1,1,9,2,3,3
,2,2,6,0.343926614,5,4,3,3,2,,,1,1,2,2,0,162,162,,7,7,2
1974,2,2,6,0.343935013,4,3,4,5,1,5,5,1,1,7,,3,1,1,8,6,7,1
1992,1,3,6,0.343991087,4,4,2,2,2,1,,1,1,4,1,4,1,1,7,5,7,1
2001,2,3,6,0.34403712,7,2,5,3,2,1,11,1,1,2,1,1,1,1,5,5,5,2
1969,2,2,6,0.344117869,2,2,5,4,2,4,11,1,1,2,1,1,1,1,6,5,7,2
1999,2,1,6,0.344164775,4,4,5,4,2,1,1,1,1,2,1,1,31,31,4,4,2,2
2004,2,,6,0.344180352,4,4,4,5,2,3,1,2,1,1,1,1,1,1,3,4,7,1
1979,1,2,6,0.34419293,6,5,4,5,1,,11,1,1,2,1,0,1,1,14,6,,2
1988,2,2,6,0.344230403,6,1,4,3,2,8,7,1,1,2,1,0,225,39,9,5,8,4
1984,1,2,6,0.344247733,5,3,4,4,2,6,6,1,1,2,1,0,1,1,9,2,2,2
,2,,,0.344257712,4,3,5,2,,,,,,,,,,,,,,
1970,2,2,6,0.344293983,5,1,4,5,1,11,6,1,1,2,1,0,1,1,10,5,3,2
1976,2,2,,0.344311601,4,4,4,5,1,10,6,1,1,2,1,0,39,39,7,7,7,1
2001,2,2,6,0.344353392,4,4,5,5,2,10,1,1,1,2,1,0,1,1,5,1,2,3
1983,2,2,6,0.344361421,4,2,5,4,2,11,4,1,2,7,,0,1,1,11,7,7,1
1975,2,1,7,0.34441641,4,4,5,5,1,3,7,5,1,1,1,0,39,39,7,4,7,2
1965,2,3,6,0.344479288,4,4,4,5,1,7,8,1,1,2,1,0,225,225,12,5,7,1
1986,2,2,6,0.344556514,4,4,5,5,1,8,7,1,1,2,1,0,75,104,7,6,7,1
1992,2,2,6,0.344560683,4,4,3,3,1,6,1,1,1,7,,4,1,1,5,4,7,1
1989,2,1,,0.34456971,4,4,3,5,1,9,6,1,1,2,1,4,1,1,7,4,2,2
1999,2,2,6,0.34460889,2,2,5,5,2,5,1,1,1,2,1,1,1,1,4,2,3,4
1976,2,1,,0.344623948,4,4,5,5,1,4,11,1,2,2,1,1,1,1,7,5,2,2
1974,2,2,,0.344644682,4,1,4,5,1,6,11,1,1,5,2,1,1,1,7,7,3,3
1994,1,2,6,0.34464882,5,3,4,4,2,2,6,1,1,2,1,0,206,206,7,6,7,1
1998,2,2,3,0.344658335,4,3,4,5,2,,1,2,1,1,1,0,,,7,,,
1962,2,2,6,0.344666913,6,3,4,4,2,9,7,1,2,7,,0,1,1,9,3,3,2
1970,2,2,6,0.344687581,4,4,4,5,2,4,11,1,1,2,1,0,1,1,9,7,8,2
1984,1,2,5,0.344690138,4,4,4,4,2,5,11,1,1,5,2,1,14,14,5,6,3,2
1989,2,1,7,0.344766535,4,5,5,5,1,4,4,1,2,2,1,0,1,1,6,3,2,2
2005,2,3,6,0.344808127,4,2,5,3,2,,3,1,1,2,1,1,1,1,2,7,7,1
1982,1,2,6,0.344833585,5,2,4,4,2,2,11,1,1,2,1,0,155,155,7,6,7,2
1957,2,1,8,0.344852913,4,1,3,5,2,7,6,1,1,2,1,0,11,1,11,7,2,2
1985,2,2,6,0.344874211,5,3,4,5,2,6,7,1,1,2,1,4,1,1,9,5,3,3
1982,2,2,6,0.344900989,5,6,3,5,2,6,11,1,1,2,1,0,1,1,7,6,3,2
,1,1,6,0.344909487,6,6,3,3,2,11,1,2,1,1,1,1,1,1,4,3,7,1
2000,1,2,8,0.344912208,4,4,3,3,2,6,1,6,1,6,1,4,1,1,5,4,8,3
1990,2,2,6,0.344920157,4,4,4,3,2,5,6,1,1,2,1,0,225,225,7,3,7,1
2002,1,2,6,0.344933645,4,4,5,4,2,3,3,1,1,2,1,1,14,14,4,3,7,1
1988,1,2,6,0.34494483,4,4,3,5,1,7,8,1,2,2,1,0,1,1,7,3,7,2
1966,2,1,6,0.344956688,4,4,3,5,2,10,5,1,1,2,1,0,1,1,8,7,2,3
2004,2,1,6,0.344968717,3,2,4,5,2,6,1,1,1,2,1,0,1,1,3,4,8,3
1979,1,1,6,0.344978309,4,4,5,4,2,4,11,1,2,6,2,0,139,1,5,6,5,1
1988,1,1,6,0.344984579,5,4,5,5,2,8,7,1,1,4,1,3,227,227,7,6,2,2
2001,2,2,6,0.344989893,4,4,3,4,2,6,1,1,1,2,1,0,1,1,4,6,3,2
1987,2,2,6,0.345049481,4,4,2,5,2,10,6,1,1,2,1,0,1,1,7,7,1,2
2000,2,2,6,0.345050937,4,3,4,5,2,,,1,1,2,1,0,1,1,5,5,2,2
1994,2,1,8,0.345151529,4,4,3,3,2,5,2,1,2,2,1,3,1,1,7,3,7,1
1967,2,2,6,0.345165752,4,3,5,3,2,7,11,1,1,7,,1,1,1,9,6,5,3
1985,2,2,6,0.345171363,5,3,4,4,1,11,6,1,2,2,1,4,1,1,14,6,3,3
2002,2,2,,0.345259128,5,4,4,5,2,4,1,1,2,2,1,1,45,45,4,2,3,4
1969,2,2,6,0.345334095,4,4,5,4,2,,,,,,,,1,1,13,7,8,3
1966,2,2,6,0.34564589,4,3,4,4,1,11,6,1,2,2,1,4,1,1,14,6,2,3
1993,2,2,6,0.345729142,5,3,4,4,2,,,1,2,2,1,0,1,1,9,7,7,1
1983,2,1,8,0.345738643,4,4,4,5,1,5,7,1,1,5,1,0,1,1,8,3,3,3
1956,2,2,6,0.345782697,4,1,4,5,2,11,11,1,1,2,1,0,1,1,5,5,2,2
1981,1,,,0.345830093,4,2,4,5,1,11,7,1,1,5,2,1,1,1,,,,
1992,2,2,6,0.345840244,4,3,5,5,2,,,7,,7,,1,85,85,9,3,2,2
2000,2,2,5,0.345932281,5,1,5,5,2,1,2,1,1,7,,1,1,1,5,6,7,2
1971,1,1,2,0.345969554,4,4,4,5,1,11,8,1,1,2,1,0,1,1,12,4,2,3
1990,2,1,6,0.345988097,4,4,5,5,2,11,8,1,1,4,1,1,139,139,14,6,2,3
1995,2,2,6,0.346002113,4,3,3,5,2,1,11,1,2,2,1,0,155,155,6,7,7,1
1998,2,2,6,0.346022577,5,4,4,5,2,6,1,1,1,2,1,0,1,1,6,2,3,2
1989,2,1,7,0.346099058,4,4,5,5,2,6,6,2,1,1,1,3,48,14,7,4,7,2
1990,2,2,3,0.346126055,6,4,4,4,2,5,7,1,1,4,1,1,153,153,9,7,7,2
1999,1,2,6,0.346151354,4,4,3,4,2,11,2,1,1,2,1,0,1,1,5,7,7,1
1994,1,1,3,0.34618808,,,,,,,,,,,,,100,100,7,4,4,3
,,,,0.346201936,4,4,5,5,2,4,2,1,1,2,1,0,,,,,,
2000,1,,6,0.346214347,3,3,3,3,2,6,2,1,1,2,1,0,1,1,5,6,7,2
1978,1,2,6,0.346219736,4,4,4,5,1,11,8,1,1,5,2,0,106,75,9,6,2,3
,,,,0.34624981,6,4,4,2,2,7,2,1,1,2,1,1,,,,,,
,1,,,0.346250055,4,2,4,3,2,3,11,7,,2,1,0,,,9,4,,3
1999,2,2,6,0.346280075,4,3,5,5,2,6,1,1,1,2,1,0,1,1,4,,3,3
2002,2,3,6,0.346292312,5,4,4,4,2,,1,1,2,2,1,,1,1,3,4,3,3
,,,,0.346325134,,,,,,,,,,,,,,,,,,
1970,2,2,6,0.346338709,4,3,4,5,2,11,9,1,1,2,1,4,1,1,10,3,3,2
1989,2,1,6,0.346436796,4,4,4,4,2,2,8,1,1,2,1,1,200,200,7,5,7,1
2001,2,2,6,0.346449181,5,3,4,4,2,,,1,1,2,1,0,1,1,5,2,3,4
1994,1,2,5,0.346543473,4,3,4,4,2,5,11,1,1,2,1,0,,,7,6,3,2
,2,2,6,0.346566456,4,4,4,2,2,,,1,1,5,1,0,1,1,5,4,3,3
1995,1,2,3,0.346606274,4,3,3,4,2,2,11,1,1,2,1,0,100,1,9,5,7,1
,,,,0.346637989,4,4,4,5,,,,5,1,2,1,0,,,,,,
1990,2,,6,0.346653646,4,4,5,5,2,11,5,1,2,2,1,0,104,104,9,7,7,1
1997,2,2,3,0.346732167,4,4,4,4,2,4,1,7,2,7,,0,1,1,6,4,2,1
1950,1,2,6,0.346755791,4,4,3,4,2,,,1,1,4,1,0,1,1,5,7,7,1
1977,2,2,6,0.346760333,5,3,4,5,2,4,4,1,1,2,1,0,1,1,14,3,2,2
1967,2,2,6,0.346767499,4,3,3,5,2,8,6,1,2,2,1,0,1,1,9,2,3,4
,2,1,7,0.346800594,3,2,4,5,1,7,6,1,2,5,1,1,1,1,9,4,2,3
1985,1,1,8,0.346860221,4,4,5,5,1,2,11,1,2,2,1,0,1,1,4,7,7,2
1980,2,2,6,0.346861238,3,3,4,4,2,11,8,1,2,4,2,1,225,225,5,6,7,1
,,,,0.347076722,4,4,4,4,2,,,1,1,6,1,1,1,1,4,,,
1999,2,2,3,0.347187792,3,4,5,4,2,5,1,7,,7,,0,1,1,4,7,8,2
2001,1,2,6,0.347214529,7,3,4,3,2,2,1,1,1,2,1,1,28,28,4,3,2,1
1965,1,2,6,0.347220338,4,4,4,4,2,6,7,1,2,2,1,0,225,225,7,,7,
1997,2,2,6,0.347222763,4,4,5,5,2,,2,1,1,2,1,0,1,1,5,7,7,1
1998,2,1,7,0.34722593,4,1,5,5,2,5,4,1,1,2,1,0,1,1,6,2,3,2
1990,1,1,6,0.347262063,4,4,4,5,2,5,6,1,1,2,1,0,1,1,7,6,3,3
1984,1,2,6,0.347304876,4,4,4,3,2,4,6,1,2,2,1,,1,1,4,4,8,2
1989,2,2,6,0.347307631,6,2,5,5,1,5,7,1,1,2,1,0,39,39,8,6,7,1
1973,2,2,6,0.347327633,4,3,4,5,1,11,7,1,1,2,1,0,39,39,14,7,7,1
1998,1,2,,0.347336794,4,4,3,5,2,3,10,1,1,2,1,0,1,1,7,2,3,3
1960,1,3,6,0.347410926,4,4,3,4,2,5,8,1,1,2,1,0,225,225,9,7,7,1
2000,1,2,6,0.347449266,6,5,4,4,2,10,1,1,2,2,1,0,1,1,5,3,2,2
,2,,,0.347561949,4,4,5,3,2,,,1,2,2,1,4,1,1,,6,7,1
2001,1,2,6,0.347585049,4,4,3,3,2,,,1,1,2,1,0,1,1,4,,7,1
1968,1,2,6,0.347665587,4,3,4,5,2,3,11,7,,6,2,0,1,1,7,2,3,3
2004,2,2,6,0.34771553,5,2,3,3,1,6,1,1,2,2,1,0,1,1,3,4,3,4
,2,,,0.347758925,4,2,5,4,2,,,1,1,2,1,1,1,1,2,7,5,2
1997,1,2,6,0.347765921,4,4,4,5,2,,,7,,5,2,0,1,1,7,4,7,1
1977,1,2,6,0.347813685,4,4,5,5,2,4,9,1,1,2,1,0,39,39,4,4,7,1
,2,2,6,0.347898251,4,4,4,5,2,6,5,1,1,5,2,4,1,1,9,,1,1
1993,1,1,6,0.34795571,4,4,5,3,2,11,1,1,1,2,1,0,82,45,7,4,5,3
2000,2,2,6,0.347956329,4,5,5,3,2,5,2,2,2,1,1,0,1,1,5,6,7,1
1998,2,1,7,0.348024975,5,3,4,4,2,1,1,1,2,2,1,0,1,1,7,7,2,3
2002,2,3,3,0.348043273,2,3,4,5,2,9,1,1,2,2,1,0,39,39,3,6,6,3
1984,2,2,5,0.348086851,,,3,3,2,,,,,5,1,,,,6,4,8,2
1967,2,2,3,0.348176404,4,4,4,5,1,8,8,1,2,2,1,0,151,1,11,6,1,2
,2,3,6,0.348245122,4,4,5,5,2,3,6,1,2,2,1,0,,,9,4,6,2
1963,2,2,6,0.348253134,4,4,5,5,2,8,1,1,2,2,1,0,39,39,5,3,3,2
2000,2,2,6,0.348264243,4,3,4,4,2,11,1,1,2,2,1,0,1,1,5,4,3,4
1998,2,1,7,0.348265876,4,4,4,5,2,6,7,1,1,2,1,4,1,1,13,4,2,3
1980,1,,,0.348271876,4,2,3,3,2,6,11,1,1,2,1,0,,,,4,,
1994,1,3,6,0.348473431,4,4,2,1,2,5,2,1,1,2,1,0,1,1,7,5,7,1
1992,1,2,6,0.34848823,,,4,4,2,,,,,,,,1,1,7,6,5,2
1992,1,2,3,0.348495796,4,4,4,5,2,4,2,1,2,5,2,0,100,100,7,4,4,3
1985,2,2,6,0.348511407,5,4,3,5,1,7,3,1,2,2,1,4,1,1,7,3,3,2
1985,2,2,6,0.348529939,5,4,3,5,2,3,9,1,1,7,2,0,14,14,12,7,7,1
1993,2,2,6,0.348549303,5,4,4,5,2,8,8,1,2,2,1,0,1,1,7,2,3,4
,,,,0.348573148,,,,,,,,,,,,,,,,,,
,2,,,0.34860549,5,2,3,5,2,5,9,2,1,1,1,0,,,7,4,3,1
1978,2,1,6,0.348645196,4,2,3,5,2,2,2,1,1,2,1,1,106,106,12,5,7,2
1963,1,2,6,0.348763588,5,3,3,4,2,7,11,2,1,7,,0,1,1,12,6,3,3
1976,2,2,6,0.348783774,4,4,4,5,1,7,4,1,2,2,1,0,104,104,7,4,7,1
1984,2,1,8,0.348790689,4,4,4,4,2,11,6,1,1,6,2,,139,139,9,3,1,3
1974,2,2,6,0.348822549,4,3,2,3,1,8,3,1,1,2,1,4,1,1,7,6,5,1
2000,2,1,7,0.348883183,1,1,5,5,2,2,2,1,1,2,1,0,1,1,5,6,2,3
1997,2,2,6,0.348936469,3,3,4,5,2,11,1,1,2,2,1,0,1,1,7,7,5,2
2001,2,2,6,0.34895363,5,4,4,5,2,2,1,1,1,7,,1,1,1,4,2,7,1
1999,2,2,,0.348981967,4,3,4,5,2,1,2,1,1,2,1,0,1,1,5,5,2,3
1979,2,2,6,0.348983352,4,2,5,4,1,7,6,1,1,2,1,0,1,1,7,6,7,1
1975,1,2,,0.349001744,4,4,4,5,1,7,9,1,2,2,1,0,1,1,5,4,7,1
1996,2,,,0.349134509,4,2,4,4,2,4,11,1,1,2,1,0,1,1,8,7,5,2
1992,1,2,7,0.349141044,6,4,4,5,2,2,1,1,2,2,1,0,105,105,9,2,5,2
1999,2,1,7,0.349144978,1,4,5,5,2,4,1,1,1,2,1,1,1,1,5,6,7,1
1991,2,2,6,0.349149481,4,4,4,5,2,,,1,1,7,,0,1,1,8,6,7,1
1965,1,1,,0.349212937,4,3,4,4,1,6,8,1,1,3,2,0,106,106,9,3,2,2
1960,2,2,6,0.349236902,5,4,5,5,2,5,11,1,2,1,2,4,1,1,7,4,3,3
1996,2,2,6,0.349245507,5,3,5,5,2,11,1,1,1,2,1,0,1,1,8,2,2,3
1986,2,2,5,0.349281071,4,5,5,5,2,5,4,1,1,2,1,0,1,1,8,6,2,2
,2,,,0.349351508,4,4,5,5,2,11,5,1,1,2,1,0,39,39,13,6,8,2
1984,2,2,6,0.349391329,4,4,5,4,1,10,8,1,2,2,1,3,39,39,9,7,7,1
1999,2,2,6,0.34939633,5,3,5,4,2,3,3,1,2,2,1,0,1,1,5,3,3,3
1965,2,2,6,0.34948051,3,7,4,5,2,5,6,1,1,5,1,0,1,1,5,4,2,2
1999,2,2,2,0.349540269,4,3,4,3,2,1,1,7,,7,,1,232,1,7,6,7,1
1999,2,2,6,0.349599894,2,2,4,4,2,,,2,2,1,1,0,1,1,5,4,2,2
1983,1,2,6,0.349600393,4,4,5,4,1,11,7,1,2,2,1,0,1,1,11,7,7,1
1959,1,1,6,0.34962843,4,4,4,4,2,8,8,1,2,2,1,1,200,200,9,5,2,2
1988,2,3,2,0.349724535,4,5,4,2,2,,,1,2,2,1,2,100,100,7,4,4,3
2000,2,1,8,0.349743793,4,4,4,4,2,4,2,1,1,2,1,0,1,1,5,4,3,2
1983,2,2,6,0.349750675,4,4,4,4,2,7,5,6,1,6,1,4,1,1,9,6,2,1
1967,1,2,6,0.349798103,4,4,5,5,1,9,7,1,1,2,1,0,225,225,8,7,7,1
1967,2,2,6,0.349814995,4,4,4,4,2,5,11,1,2,2,1,0,1,1,9,6,3,2
2001,2,2,8,0.349817799,4,3,4,3,2,7,1,1,2,2,1,1,1,1,2,7,7,1
1998,2,2,6,0.349859049,4,4,5,5,2,,,1,1,2,2,0,28,241,5,7,7,1
1985,2,2,6,0.349881423,4,4,4,1,2,6,11,1,1,2,1,1,1,1,9,6,7,1
,1,2,6,0.349888877,4,4,4,4,2,6,2,7,,7,,0,1,1,5,1,2,2
2000,1,2,,0.350067445,5,3,4,4,2,5,2,1,1,2,1,0,1,1,4,5,2,1
2003,2,2,6,0.350098221,3,4,3,2,2,,1,1,2,2,1,0,1,1,3,5,7,1
1981,2,3,6,0.350103019,5,4,4,5,1,1,,1,1,2,1,0,127,,4,4,7,1
2002,2,2,6,0.350163526,4,2,4,5,2,5,1,7,,7,,1,1,1,3,4,7,1
1961,2,2,6,0.350284243,5,4,4,5,2,11,3,1,1,2,1,4,1,1,8,2,3,4
1978,2,2,7,0.350288323,6,6,4,4,1,2,11,1,1,2,2,1,116,116,9,7,7,2
1994,2,2,6,0.350300124,4,2,5,5,2,6,11,2,2,1,1,1,1,1,9,3,2,1
1995,2,2,6,0.350454706,4,3,5,4,2,,,1,1,2,1,0,172,172,9,5,7,1
1988,1,2,6,0.350463062,6,3,4,4,2,3,11,1,1,2,1,4,153,153,13,6,7,1
,2,2,6,0.350467146,4,3,4,4,2,,,1,1,2,1,0,1,1,7,,2,3
1992,2,2,,0.350474668,5,3,3,5,2,5,6,1,1,4,1,0,1,1,8,2,3,3
,2,,6,0.350567938,4,2,5,5,2,,,1,2,2,1,,1,,10,6,2,3
1994,2,2,6,0.350652127,5,3,5,4,2,2,11,2,2,1,1,0,1,1,7,6,3,3
2001,2,1,5,0.350669883,4,4,5,1,2,5,2,1,1,2,1,0,1,1,5,7,3,3
1979,1,2,6,0.350677858,4,4,5,5,1,11,6,1,1,2,1,0,1,1,5,4,3,2
1964,2,2,,0.35073777,2,4,5,5,2,,11,1,2,6,2,4,1,1,8,6,5,2
2004,1,2,6,0.350746916,3,3,4,4,,,,,,,,,,,,4,7,1
2004,2,,6,0.350790066,,,,,2,,,1,2,2,1,,1,1,3,7,5,1
1985,2,2,,0.350805841,4,4,4,2,2,6,11,5,2,2,1,0,75,207,9,5,2,2
1998,2,,6,0.350811965,4,1,5,5,2,1,5,1,2,7,,0,1,1,6,3,3,4
1987,1,2,7,0.350815083,5,2,4,5,1,1,1,2,2,1,2,1,188,188,7,3,6,3
2000,2,2,6,0.350829754,5,3,4,5,2,3,1,1,1,2,1,0,1,1,4,3,3,2
1980,1,2,6,0.350839312,4,4,5,4,2,10,11,1,2,2,1,0,1,192,9,4,7,1
1999,2,2,8,0.350906396,5,4,4,4,2,11,2,1,1,2,1,0,1,1,5,3,3,3
1985,1,1,8,0.351070433,4,3,4,4,2,2,11,1,1,2,1,1,44,44,12,7,7,1
1986,2,3,3,0.351087026,5,4,3,4,1,1,1,1,2,2,1,4,100,100,4,4,4,3
1964,2,2,6,0.351097801,4,5,4,4,2,10,10,1,1,5,1,0,1,1,7,6,7,1
2000,1,2,6,0.351120729,5,4,5,5,2,6,1,1,1,2,1,0,1,1,5,2,3,4
1973,2,2,6,0.351148405,4,4,5,2,2,5,11,2,1,1,1,0,1,1,12,7,7,1
1994,2,2,6,0.351170777,4,4,4,5,2,3,6,1,1,2,2,0,225,225,7,4,7,1
1990,1,1,8,0.351195313,5,3,4,5,2,9,3,1,2,2,1,1,231,200,14,5,2,1
1999,1,2,6,0.351202092,5,3,5,5,2,4,2,1,1,2,1,1,1,1,4,5,8,2
1997,2,1,,0.35124071,4,2,4,5,2,4,5,1,1,2,1,1,1,1,9,5,2,2
1989,2,2,6,0.351274151,4,4,4,5,1,8,8,1,1,2,1,4,1,1,9,3,3,4
1996,1,2,5,0.351330509,7,4,4,4,2,2,10,2,1,1,1,0,158,158,7,4,8,2
2000,2,2,6,0.351412439,2,4,5,5,2,1,1,1,1,2,1,0,1,1,5,3,2,4
1999,2,2,6,0.351449587,7,1,4,5,2,1,11,2,1,1,1,0,1,1,5,1,3,2
1980,2,2,5,0.351453751,6,4,4,5,1,6,6,1,1,2,1,1,1,1,9,4,3,3
1996,1,2,6,0.351459095,5,2,4,5,2,5,3,1,1,4,1,0,82,82,4,7,7,2
1989,1,2,6,0.351477676,4,4,3,5,2,5,7,1,1,3,2,0,1,1,14,5,5,2
2001,1,2,5,0.351492855,5,3,4,4,2,,,1,1,7,,1,1,1,5,7,7,1
1995,1,2,8,0.351512847,4,4,4,5,2,5,5,1,1,2,1,1,1,1,9,7,6,4
1999,2,1,6,0.351514087,4,4,4,5,1,4,2,1,1,2,1,1,1,1,5,5,7,1
1979,1,,6,0.351519472,4,2,4,3,2,3,6,1,1,2,1,0,225,225,12,6,1,3
1996,1,2,3,0.351560956,4,4,5,5,2,11,3,1,2,2,1,0,1,1,14,6,4,3
1968,1,2,6,0.35156419,6,5,5,5,2,4,11,1,1,2,1,0,1,1,9,6,3,2
1961,2,2,6,0.351591497,4,1,3,5,2,6,2,1,2,2,1,0,1,1,9,7,7,1
2003,,2,8,0.351693683,5,2,4,2,2,6,1,1,2,2,1,1,1,225,3,6,7,1
1994,2,2,6,0.351741137,4,4,4,4,2,4,11,1,1,2,1,0,1,1,8,5,2,3
1999,1,1,6,0.351842681,4,4,4,4,2,1,2,1,1,2,1,1,44,44,5,4,7,2
1991,2,2,2,0.351860623,4,3,5,4,2,2,2,1,2,2,1,1,113,108,7,6,7,1
2002,2,,,0.351923823,6,2,4,4,2,,,1,1,5,2,0,45,45,3,4,7,1
1999,2,3,5,0.351929128,7,7,3,5,2,5,1,6,1,1,1,0,1,1,5,4,3,2
1995,2,2,3,0.351933214,4,1,4,4,2,1,2,1,2,2,1,0,100,1,7,4,4,3
2004,2,2,5,0.351937538,5,2,5,4,2,4,1,1,1,2,1,1,1,1,3,6,7,1
2003,1,2,6,0.352006998,4,4,4,4,2,,1,1,1,5,2,0,1,1,3,6,7,1
1980,2,2,6,0.352122104,5,2,3,5,1,5,11,1,1,5,1,4,74,74,9,4,3,2
1985,1,1,2,0.352146235,7,5,4,5,1,4,7,1,1,2,1,1,45,74,14,4,8,1
1977,2,2,6,0.352168747,4,6,3,5,1,11,7,1,1,2,1,4,1,1,7,4,8,2
1993,1,2,6,0.352171458,4,4,3,4,1,4,9,1,1,2,1,0,1,96,6,3,3,3
1992,2,2,6,0.352177647,7,1,4,5,2,7,5,1,2,2,1,0,1,1,8,6,3,3
1958,2,2,6,0.352202013,7,2,5,5,2,9,11,1,2,2,1,0,1,1,7,6,7,1
1991,1,2,6,0.352253775,5,3,5,5,1,3,11,1,1,2,1,0,1,1,6,5,3,2
1992,2,2,5,0.352306359,7,3,5,5,2,3,11,1,1,7,,1,1,1,7,7,3,2
1985,2,2,5,0.352388598,4,4,5,5,2,2,11,1,1,7,1,1,1,1,5,4,3,4
1974,2,2,7,0.352401929,6,3,5,5,1,11,8,1,1,2,1,1,1,1,14,4,2,1
1998,2,2,,0.352408294,4,4,4,5,2,1,1,1,1,2,1,0,1,1,5,3,3,4
1985,2,2,6,0.352418061,5,3,5,5,1,11,7,1,1,2,1,4,1,1,9,4,2,4
1992,2,2,6,0.352449682,6,1,4,3,2,3,11,1,2,2,1,1,75,82,9,7,7,1
2001,1,2,2,0.352475111,5,3,5,5,2,3,1,1,1,2,1,1,45,1,4,6,7,3
2000,2,2,2,0.352479526,4,2,5,5,2,6,1,1,1,7,,0,1,1,5,7,3,2
1994,2,2,6,0.352531131,4,4,4,4,2,10,4,1,1,2,1,0,1,1,7,4,2,2
1999,2,2,6,0.352591078,4,4,4,5,2,1,11,1,1,2,1,0,1,1,5,3,2,3
2003,2,2,6,0.352596494,3,4,4,3,2,4,1,1,1,5,2,,1,1,3,5,7,2
